Census Year,Subject population,Age group of parent,Sex of parent,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Whanganui,Wanganui District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Whanganui,Wanganui District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Whanganui,Wanganui District,Count,150,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Whanganui,Wanganui District,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Whanganui,Wanganui District,Count,135,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Whanganui,Wanganui District,Percentage,8.5178875638842,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Whanganui,Wanganui District,Percentage,4.8543689320388,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Whanganui,Wanganui District,Percentage,9.297520661157,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Whanganui,Wanganui District,Count,474,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Whanganui,Wanganui District,Count,60,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Whanganui,Wanganui District,Count,414,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Whanganui,Wanganui District,Percentage,26.9165247018739,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Whanganui,Wanganui District,Percentage,19.4174757281553,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Whanganui,Wanganui District,Percentage,28.5123966942149,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Whanganui,Wanganui District,Count,546,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Whanganui,Wanganui District,Count,93,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Whanganui,Wanganui District,Count,453,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Whanganui,Wanganui District,Percentage,31.0051107325383,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Whanganui,Wanganui District,Percentage,30.0970873786408,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Whanganui,Wanganui District,Percentage,31.198347107438,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Whanganui,Wanganui District,Count,441,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Whanganui,Wanganui District,Count,93,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Whanganui,Wanganui District,Count,345,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Whanganui,Wanganui District,Percentage,25.0425894378194,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Whanganui,Wanganui District,Percentage,30.0970873786408,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Whanganui,Wanganui District,Percentage,23.7603305785124,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Whanganui,Wanganui District,Count,117,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Whanganui,Wanganui District,Count,36,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Whanganui,Wanganui District,Count,81,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Whanganui,Wanganui District,Percentage,6.6439522998296,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Whanganui,Wanganui District,Percentage,11.6504854368932,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Whanganui,Wanganui District,Percentage,5.5785123966942,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Whanganui,Wanganui District,Count,27,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Whanganui,Wanganui District,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Whanganui,Wanganui District,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Whanganui,Wanganui District,Percentage,1.5332197614991,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Whanganui,Wanganui District,Percentage,3.8834951456311,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Whanganui,Wanganui District,Percentage,1.2396694214876,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Whanganui,Wanganui District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Whanganui,Wanganui District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Whanganui,Wanganui District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Whanganui,Wanganui District,Percentage,0.3407155025554,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Whanganui,Wanganui District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Whanganui,Wanganui District,Percentage,0.4132231404959,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Whanganui,Wanganui District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Whanganui,Wanganui District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Whanganui,Wanganui District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Whanganui,Wanganui District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Whanganui,Wanganui District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Whanganui,Wanganui District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Rangitīkei,Rangitikei District,Count,402,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Rangitīkei,Rangitikei District,Count,90,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Rangitīkei,Rangitikei District,Count,312,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Rangitīkei,Rangitikei District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Rangitīkei,Rangitikei District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Rangitīkei,Rangitikei District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Rangitīkei,Rangitikei District,Count,36,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Rangitīkei,Rangitikei District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Rangitīkei,Rangitikei District,Count,33,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Rangitīkei,Rangitikei District,Percentage,8.955223880597,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Rangitīkei,Rangitikei District,Percentage,3.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Rangitīkei,Rangitikei District,Percentage,10.5769230769231,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Rangitīkei,Rangitikei District,Count,141,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Rangitīkei,Rangitikei District,Count,27,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Rangitīkei,Rangitikei District,Count,111,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Rangitīkei,Rangitikei District,Percentage,35.0746268656716,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Rangitīkei,Rangitikei District,Percentage,30,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Rangitīkei,Rangitikei District,Percentage,35.5769230769231,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Rangitīkei,Rangitikei District,Count,114,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Rangitīkei,Rangitikei District,Count,27,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Rangitīkei,Rangitikei District,Count,90,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Rangitīkei,Rangitikei District,Percentage,28.3582089552239,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Rangitīkei,Rangitikei District,Percentage,30,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Rangitīkei,Rangitikei District,Percentage,28.8461538461538,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Rangitīkei,Rangitikei District,Count,72,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Rangitīkei,Rangitikei District,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Rangitīkei,Rangitikei District,Count,54,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Rangitīkei,Rangitikei District,Percentage,17.910447761194,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Rangitīkei,Rangitikei District,Percentage,20,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Rangitīkei,Rangitikei District,Percentage,17.3076923076923,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Rangitīkei,Rangitikei District,Count,27,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Rangitīkei,Rangitikei District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Rangitīkei,Rangitikei District,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Rangitīkei,Rangitikei District,Percentage,6.7164179104478,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Rangitīkei,Rangitikei District,Percentage,10,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Rangitīkei,Rangitikei District,Percentage,5.7692307692308,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Rangitīkei,Rangitikei District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Rangitīkei,Rangitikei District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Rangitīkei,Rangitikei District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Rangitīkei,Rangitikei District,Percentage,2.2388059701493,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Rangitīkei,Rangitikei District,Percentage,3.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Rangitīkei,Rangitikei District,Percentage,1.9230769230769,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Rangitīkei,Rangitikei District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Rangitīkei,Rangitikei District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Rangitīkei,Rangitikei District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Rangitīkei,Rangitikei District,Percentage,0.7462686567164,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Rangitīkei,Rangitikei District,Percentage,3.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Rangitīkei,Rangitikei District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Rangitīkei,Rangitikei District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Rangitīkei,Rangitikei District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Rangitīkei,Rangitikei District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Rangitīkei,Rangitikei District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Rangitīkei,Rangitikei District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Rangitīkei,Rangitikei District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Manawatū,Manawatu District,Count,840,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Manawatū,Manawatu District,Count,147,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Manawatū,Manawatu District,Count,690,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Manawatū,Manawatu District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Manawatū,Manawatu District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Manawatū,Manawatu District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Manawatū,Manawatu District,Count,66,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Manawatū,Manawatu District,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Manawatū,Manawatu District,Count,57,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Manawatū,Manawatu District,Percentage,7.8571428571429,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Manawatū,Manawatu District,Percentage,8.1632653061224,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Manawatū,Manawatu District,Percentage,8.2608695652174,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Manawatū,Manawatu District,Count,219,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Manawatū,Manawatu District,Count,24,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Manawatū,Manawatu District,Count,198,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Manawatū,Manawatu District,Percentage,26.0714285714286,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Manawatū,Manawatu District,Percentage,16.3265306122449,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Manawatū,Manawatu District,Percentage,28.695652173913,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Manawatū,Manawatu District,Count,273,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Manawatū,Manawatu District,Count,42,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Manawatū,Manawatu District,Count,231,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Manawatū,Manawatu District,Percentage,32.5,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Manawatū,Manawatu District,Percentage,28.5714285714286,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Manawatū,Manawatu District,Percentage,33.4782608695652,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Manawatū,Manawatu District,Count,216,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Manawatū,Manawatu District,Count,48,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Manawatū,Manawatu District,Count,168,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Manawatū,Manawatu District,Percentage,25.7142857142857,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Manawatū,Manawatu District,Percentage,32.6530612244898,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Manawatū,Manawatu District,Percentage,24.3478260869565,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Manawatū,Manawatu District,Count,45,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Manawatū,Manawatu District,Count,18,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Manawatū,Manawatu District,Count,27,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Manawatū,Manawatu District,Percentage,5.3571428571429,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Manawatū,Manawatu District,Percentage,12.2448979591837,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Manawatū,Manawatu District,Percentage,3.9130434782609,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Manawatū,Manawatu District,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Manawatū,Manawatu District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Manawatū,Manawatu District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Manawatū,Manawatu District,Percentage,1.7857142857143,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Manawatū,Manawatu District,Percentage,4.0816326530612,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Manawatū,Manawatu District,Percentage,1.304347826087,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Manawatū,Manawatu District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Manawatū,Manawatu District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Manawatū,Manawatu District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Manawatū,Manawatu District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Manawatū,Manawatu District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Manawatū,Manawatu District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Manawatū,Manawatu District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Manawatū,Manawatu District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Manawatū,Manawatu District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Manawatū,Manawatu District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Manawatū,Manawatu District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Manawatū,Manawatu District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Palmerston North,Palmerston North City,Count,2739,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Palmerston North,Palmerston North City,Count,426,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Palmerston North,Palmerston North City,Count,2316,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Palmerston North,Palmerston North City,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Palmerston North,Palmerston North City,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Palmerston North,Palmerston North City,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Palmerston North,Palmerston North City,Count,228,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Palmerston North,Palmerston North City,Count,36,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Palmerston North,Palmerston North City,Count,195,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Palmerston North,Palmerston North City,Percentage,8.3242059145674,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Palmerston North,Palmerston North City,Percentage,8.4507042253521,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Palmerston North,Palmerston North City,Percentage,8.419689119171,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Palmerston North,Palmerston North City,Count,780,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Palmerston North,Palmerston North City,Count,84,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Palmerston North,Palmerston North City,Count,696,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Palmerston North,Palmerston North City,Percentage,28.4775465498357,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Palmerston North,Palmerston North City,Percentage,19.7183098591549,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Palmerston North,Palmerston North City,Percentage,30.0518134715026,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Palmerston North,Palmerston North City,Count,918,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Palmerston North,Palmerston North City,Count,123,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Palmerston North,Palmerston North City,Count,795,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Palmerston North,Palmerston North City,Percentage,33.5158817086528,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Palmerston North,Palmerston North City,Percentage,28.8732394366197,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Palmerston North,Palmerston North City,Percentage,34.3264248704663,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Palmerston North,Palmerston North City,Count,660,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Palmerston North,Palmerston North City,Count,135,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Palmerston North,Palmerston North City,Count,525,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Palmerston North,Palmerston North City,Percentage,24.0963855421687,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Palmerston North,Palmerston North City,Percentage,31.6901408450704,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Palmerston North,Palmerston North City,Percentage,22.6683937823834,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Palmerston North,Palmerston North City,Count,123,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Palmerston North,Palmerston North City,Count,36,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Palmerston North,Palmerston North City,Count,84,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Palmerston North,Palmerston North City,Percentage,4.4906900328587,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Palmerston North,Palmerston North City,Percentage,8.4507042253521,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Palmerston North,Palmerston North City,Percentage,3.6269430051813,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Palmerston North,Palmerston North City,Count,21,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Palmerston North,Palmerston North City,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Palmerston North,Palmerston North City,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Palmerston North,Palmerston North City,Percentage,0.7667031763417,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Palmerston North,Palmerston North City,Percentage,1.4084507042254,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Palmerston North,Palmerston North City,Percentage,0.5181347150259,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Palmerston North,Palmerston North City,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Palmerston North,Palmerston North City,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Palmerston North,Palmerston North City,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Palmerston North,Palmerston North City,Percentage,0.328587075575,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Palmerston North,Palmerston North City,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Palmerston North,Palmerston North City,Percentage,0.259067357513,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Palmerston North,Palmerston North City,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Palmerston North,Palmerston North City,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Palmerston North,Palmerston North City,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Palmerston North,Palmerston North City,Percentage,0.1095290251917,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Palmerston North,Palmerston North City,Percentage,0.7042253521127,percentage,% of sole parent families,
